Timestamp,Source IP,Dest IP,Protocol,Length,Port
2025-10-22 18:39:49,204.64.137.189,192.168.1.243,DNS,203,53
2025-10-22 18:41:35,73.221.152.2,192.168.1.150,DNS,508,53
2025-10-22 18:43:45,73.221.152.2,192.168.1.240,ICMP,1427,677
2025-10-22 18:55:22,233.224.153.138,220.161.6.47,UDP,327,23
2025-10-22 18:55:54,156.51.181.67,135.1.10.188,FTP,531,21
2025-10-22 18:57:42,172.16.7.156,119.247.123.17,DNS,1439,53
2025-10-22 18:59:23,60.123.108.2,192.168.1.43,HTTP,1074,80
2025-10-22 19:03:12,172.16.20.15,233.224.153.138,FTP,345,21
2025-10-22 19:03:44,10.0.0.242,163.204.242.127,ICMP,1294,56663
2025-10-22 19:07:16,120.104.151.215,172.16.21.194,HTTPS,573,443
2025-10-22 19:07:21,228.138.84.163,234.53.122.107,ICMP,413,56334
2025-10-22 19:09:39,207.21.218.254,192.168.1.212,ICMP,330,54982
2025-10-22 19:13:02,220.161.6.47,207.21.218.254,FTP,1204,21
2025-10-22 19:13:58,175.254.240.69,192.168.1.86,TCP,658,23
2025-10-22 19:15:47,248.208.178.22,10.0.0.227,DNS,715,53
2025-10-22 19:16:35,10.0.0.227,125.251.31.204,UDP,969,53
2025-10-22 19:17:52,234.53.122.107,10.0.0.253,HTTP,1180,80
2025-10-22 19:18:24,139.166.149.206,208.243.60.16,FTP,922,21
2025-10-22 19:19:03,192.168.1.189,98.183.56.157,ICMP,1033,19924
2025-10-22 19:20:09,106.76.10.114,77.177.231.46,HTTPS,436,443
2025-10-22 19:22:34,61.57.164.93,10.0.0.170,HTTPS,932,443
2025-10-22 19:22:45,94.250.212.168,59.242.214.87,SSH,1213,22
2025-10-22 19:23:50,192.168.1.243,98.183.56.157,TCP,695,143
2025-10-22 19:24:04,192.168.1.234,39.149.134.240,DNS,1088,53
2025-10-22 19:24:35,204.95.133.232,192.168.1.39,TCP,483,110
2025-10-22 19:28:09,60.96.83.224,10.0.0.218,TCP,1405,80
2025-10-22 19:33:24,10.0.0.57,233.224.153.138,FTP,111,21
2025-10-22 19:34:11,219.244.46.56,228.138.84.163,ICMP,106,54142
2025-10-22 19:37:06,204.64.137.189,156.51.181.67,HTTP,423,80
2025-10-22 19:37:34,192.168.1.78,234.53.122.107,HTTPS,1095,443
2025-10-22 19:39:07,205.55.230.169,10.0.0.221,HTTPS,823,443
2025-10-22 19:45:26,172.16.19.49,172.16.28.173,FTP,320,21
2025-10-22 19:45:32,10.0.0.170,192.168.1.78,SSH,1025,22
2025-10-22 19:46:57,73.221.152.2,10.115.77.200,DNS,608,53
2025-10-22 19:47:33,169.8.208.19,172.16.16.32,HTTP,1363,80
2025-10-22 19:50:42,10.0.0.57,107.154.27.242,HTTPS,397,443
2025-10-22 19:53:46,107.154.27.242,204.64.137.189,DNS,1268,53
2025-10-22 19:59:17,10.148.247.236,192.168.1.240,DNS,800,53
2025-10-22 20:00:15,192.168.1.141,221.151.193.213,SSH,627,22
2025-10-22 20:03:05,77.177.231.46,192.168.1.43,DNS,1364,53
2025-10-22 20:05:34,192.168.1.87,10.0.0.148,UDP,339,3389
2025-10-22 20:06:02,192.168.1.234,10.0.0.85,ICMP,382,61844
2025-10-22 20:06:55,10.115.77.200,140.75.103.195,UDP,1335,3389
2025-10-22 20:22:24,192.168.1.87,84.61.13.1,ICMP,507,34698
2025-10-22 20:22:36,172.16.28.173,172.16.16.142,DNS,799,53
2025-10-22 20:26:57,10.0.0.242,174.141.102.235,SSH,291,22
2025-10-22 20:33:28,10.0.0.253,10.0.0.206,DNS,400,53
2025-10-22 20:33:33,120.104.151.215,169.33.61.227,HTTP,1412,80
2025-10-22 20:35:00,192.168.1.212,98.183.56.157,UDP,173,80
2025-10-22 20:36:19,249.104.184.226,39.149.134.240,SSH,589,22
2025-10-22 20:38:29,125.251.31.204,78.161.124.20,TCP,805,110
2025-10-22 20:43:01,158.121.146.7,10.0.0.242,HTTPS,1130,443
2025-10-22 20:48:34,208.243.60.16,208.243.60.16,HTTPS,406,443
2025-10-22 20:51:56,192.168.1.43,163.204.242.127,DNS,1132,53
2025-10-22 20:52:01,10.0.0.254,227.188.133.9,TCP,329,110
2025-10-22 20:56:36,10.115.77.200,10.0.0.175,FTP,1157,21
2025-10-22 20:57:49,192.168.1.146,192.168.1.244,HTTP,857,80
2025-10-22 20:57:56,73.221.152.2,172.16.7.156,TCP,559,36014
2025-10-22 20:59:19,234.53.122.107,192.168.1.26,ICMP,479,17423
2025-10-22 21:01:03,172.16.28.173,182.150.220.213,FTP,751,21
2025-10-22 21:02:34,192.168.1.112,38.195.20.90,SSH,362,22
2025-10-22 21:04:48,73.221.152.2,10.0.0.85,UDP,257,22
2025-10-22 21:05:24,180.119.175.94,8.56.72.4,HTTPS,463,443
2025-10-22 21:05:45,10.0.0.204,37.93.103.234,SSH,728,22
2025-10-22 21:06:15,192.168.1.78,236.164.116.80,UDP,1261,443
2025-10-22 21:06:57,78.161.124.20,192.168.1.86,ICMP,848,35270
2025-10-22 21:07:13,172.16.28.173,172.16.16.32,SSH,691,22
2025-10-22 21:09:37,16.231.2.96,159.253.141.193,DNS,1031,53
2025-10-22 21:11:48,249.104.184.226,192.168.1.129,FTP,960,21
2025-10-22 21:12:59,39.149.134.240,99.72.201.146,FTP,951,21
2025-10-22 21:15:20,172.16.16.142,192.168.1.155,DNS,652,53
2025-10-22 21:15:47,125.251.31.204,172.16.16.142,UDP,1123,23
2025-10-22 21:16:17,55.179.8.163,163.204.242.127,HTTPS,212,443
2025-10-22 21:16:54,120.104.151.215,192.168.1.141,HTTPS,989,443
2025-10-22 21:17:52,184.191.228.193,174.141.102.235,HTTP,626,80
2025-10-22 21:22:19,192.168.1.128,10.0.0.218,ICMP,1215,17980
2025-10-22 21:26:23,192.168.1.168,156.51.181.67,DNS,758,53
2025-10-22 21:27:13,172.16.17.71,10.0.0.148,UDP,240,21
2025-10-22 21:27:54,106.76.10.114,175.254.240.69,DNS,490,53
2025-10-22 21:30:01,10.0.0.148,172.65.142.200,SSH,166,22
2025-10-22 21:32:35,192.168.1.226,139.166.149.206,ICMP,1413,23638
2025-10-22 21:32:59,192.168.1.212,192.168.1.112,TCP,1235,53
2025-10-22 21:34:36,192.168.1.112,139.166.149.206,DNS,155,53
2025-10-22 21:36:38,84.61.13.1,221.151.193.213,ICMP,793,10737
2025-10-22 21:39:07,10.0.0.242,10.148.247.236,FTP,449,21
2025-10-22 21:41:50,192.168.1.43,123.77.76.1,SSH,695,22
2025-10-22 21:43:18,234.53.122.107,205.55.230.169,HTTP,1500,80
2025-10-22 21:44:36,192.168.1.154,192.168.1.188,SSH,809,22
2025-10-22 21:46:07,38.195.20.90,205.55.230.169,TCP,1379,80
2025-10-22 21:46:15,220.161.6.47,248.208.178.22,HTTP,388,80
2025-10-22 21:46:20,10.0.0.227,10.115.77.200,HTTPS,382,443
2025-10-22 21:51:02,10.148.247.236,172.16.16.32,UDP,390,21
2025-10-22 21:51:08,192.168.1.162,172.16.8.165,DNS,546,53
2025-10-22 21:53:30,192.168.1.129,16.231.2.96,HTTP,563,80
2025-10-22 21:57:04,182.150.220.213,192.168.1.232,TCP,589,80
2025-10-22 22:01:51,192.168.1.234,60.123.108.2,UDP,150,53
2025-10-22 22:05:52,172.16.19.49,249.104.184.226,ICMP,895,26774
2025-10-22 22:06:50,192.168.1.244,204.64.137.189,ICMP,459,162
2025-10-22 22:07:47,219.244.46.56,225.242.135.155,HTTP,140,80
2025-10-22 22:12:14,219.244.46.56,102.82.233.191,HTTPS,640,443
2025-10-22 22:12:52,10.0.0.221,172.16.13.188,UDP,1398,53
2025-10-22 22:13:33,139.166.149.206,10.0.0.171,SSH,170,22
2025-10-22 22:17:49,192.168.1.168,80.142.135.225,HTTP,1237,80
2025-10-22 22:19:30,172.16.6.206,172.65.142.200,HTTP,316,80
2025-10-22 22:21:41,172.16.6.206,184.191.228.193,SSH,157,22
2025-10-22 22:22:44,192.168.1.130,77.177.231.46,UDP,222,3389
2025-10-22 22:26:03,191.200.151.202,4.237.127.49,FTP,109,21
2025-10-22 22:36:26,102.230.233.118,192.168.1.78,TCP,1438,23
2025-10-22 22:36:29,172.65.142.200,192.168.1.128,SSH,708,22
2025-10-22 22:36:39,192.168.1.155,102.82.233.191,HTTP,609,80
2025-10-22 22:39:35,102.230.233.118,10.0.0.254,HTTP,923,80
2025-10-22 22:40:54,102.230.233.118,248.208.178.22,TCP,539,110
2025-10-22 22:44:10,204.95.133.232,163.61.33.199,DNS,341,53
2025-10-22 22:44:59,10.0.0.227,172.16.6.206,SSH,395,22
2025-10-22 22:45:25,192.168.1.192,10.0.0.253,UDP,355,53
2025-10-22 22:46:17,106.76.10.114,139.166.149.206,HTTPS,171,443
2025-10-22 22:48:48,80.142.135.225,192.168.1.86,SSH,439,22
2025-10-22 22:50:06,172.16.9.207,102.82.233.191,SSH,303,22
2025-10-22 22:50:52,233.224.153.138,182.71.168.10,FTP,1186,21
2025-10-22 22:51:14,192.168.1.240,175.254.240.69,HTTP,960,80
2025-10-22 22:51:23,227.188.133.9,60.123.108.2,HTTPS,828,443
2025-10-22 22:57:12,227.188.133.9,37.93.103.234,TCP,1041,143
2025-10-22 23:03:07,192.168.1.150,38.195.20.90,TCP,1380,143
2025-10-22 23:03:48,192.168.1.112,10.0.0.254,TCP,378,110
2025-10-22 23:03:52,233.224.153.138,10.0.0.171,DNS,1193,53
2025-10-22 23:04:18,192.168.1.129,106.197.31.37,HTTPS,119,443
2025-10-22 23:04:49,205.55.230.169,123.77.76.1,ICMP,1453,3745
2025-10-22 23:08:45,172.16.21.194,192.168.1.87,TCP,293,143
2025-10-22 23:10:40,192.168.1.141,10.0.0.51,FTP,582,21
2025-10-22 23:12:10,78.161.124.20,192.168.1.146,SSH,1256,22
2025-10-22 23:12:57,172.16.21.194,84.61.13.1,TCP,1018,23
2025-10-22 23:17:12,192.168.1.78,221.151.193.213,TCP,730,53
2025-10-22 23:17:55,172.16.28.173,10.0.0.204,TCP,1176,53
2025-10-22 23:18:56,10.0.0.206,84.61.13.1,TCP,446,443
2025-10-22 23:21:03,10.115.77.200,60.123.108.2,HTTP,350,80
2025-10-22 23:21:10,192.168.1.128,107.154.27.242,DNS,409,53
2025-10-22 23:21:30,184.191.228.193,192.168.1.39,TCP,703,53
2025-10-22 23:23:14,123.77.76.1,192.168.1.212,TCP,1486,31435
2025-10-22 23:23:24,192.168.1.154,10.0.0.218,UDP,1298,23
2025-10-22 23:24:23,38.195.20.90,158.121.146.7,DNS,1257,53
2025-10-22 23:25:28,163.204.242.127,60.96.83.224,SSH,258,22
2025-10-22 23:25:54,172.16.24.66,172.16.29.20,DNS,1459,53
2025-10-22 23:30:43,10.0.0.253,172.16.24.66,TCP,769,22
2025-10-22 23:32:32,205.55.230.169,192.168.1.188,FTP,964,21
2025-10-22 23:34:57,172.16.20.15,94.250.212.168,UDP,1354,443
2025-10-22 23:35:13,78.161.124.20,180.119.175.94,ICMP,656,22809
2025-10-22 23:38:38,172.16.16.142,175.254.240.69,DNS,1461,53
2025-10-22 23:39:42,192.168.1.234,128.79.38.148,FTP,1459,21
2025-10-22 23:42:02,10.0.0.170,10.0.0.57,FTP,968,21
2025-10-22 23:49:25,251.53.123.120,192.168.1.240,ICMP,902,37633
2025-10-22 23:50:16,172.16.9.207,172.16.16.142,HTTP,658,80
2025-10-22 23:54:43,192.168.1.168,233.224.153.138,TCP,465,143
2025-10-22 23:55:37,208.243.60.16,10.0.0.253,HTTPS,822,443
2025-10-22 23:58:01,236.164.116.80,192.168.1.162,FTP,544,21
2025-10-22 23:59:38,10.0.0.171,120.104.151.215,HTTP,940,80
2025-10-23 00:00:21,192.168.1.60,192.168.1.162,HTTP,1048,80
2025-10-23 00:02:25,172.16.29.20,102.230.233.118,SSH,988,22
2025-10-23 00:04:05,120.104.151.215,10.148.247.236,TCP,110,80
2025-10-23 00:06:25,225.242.135.155,191.200.151.202,FTP,190,21
2025-10-23 00:06:52,228.138.84.163,10.148.247.236,TCP,344,23
2025-10-23 00:07:32,38.195.20.90,192.168.1.111,HTTP,1367,80
2025-10-23 00:07:53,120.104.151.215,99.253.171.114,TCP,1353,80
2025-10-23 00:07:53,184.191.228.193,236.164.116.80,DNS,1220,53
2025-10-23 00:08:22,10.148.247.236,249.104.184.226,TCP,1305,80
2025-10-23 00:10:39,192.168.1.240,10.0.0.227,FTP,1110,21
2025-10-23 00:10:40,172.16.16.142,192.168.1.232,ICMP,132,39623
2025-10-23 00:11:19,10.0.0.85,172.16.29.20,UDP,561,143
2025-10-23 00:12:06,16.231.2.96,172.16.28.173,SSH,936,22
2025-10-23 00:13:34,192.168.1.129,221.151.193.213,SSH,592,22
2025-10-23 00:13:36,172.16.16.142,192.168.1.168,FTP,571,21
2025-10-23 00:18:17,10.0.0.171,61.57.164.93,HTTPS,344,443
2025-10-23 00:18:50,251.53.123.120,192.168.1.226,ICMP,126,10944
2025-10-23 00:21:59,192.168.1.128,184.191.228.193,HTTP,1001,80
2025-10-23 00:26:30,94.250.212.168,172.16.6.206,UDP,1397,23
2025-10-23 00:28:21,192.168.1.234,221.151.193.213,UDP,1453,21
2025-10-23 00:32:59,172.16.17.71,192.168.1.129,FTP,332,21
2025-10-23 00:38:06,192.168.1.150,10.0.0.148,FTP,607,21
2025-10-23 00:42:25,8.56.72.4,233.224.153.138,SSH,138,22
2025-10-23 00:43:38,205.55.230.169,172.16.17.71,HTTPS,1233,443
2025-10-23 00:45:22,192.168.1.130,156.51.181.67,HTTP,357,80
2025-10-23 00:45:22,10.0.0.175,182.150.220.213,TCP,323,110
2025-10-23 00:50:20,169.8.208.19,233.224.153.138,FTP,1451,21
2025-10-23 00:50:47,205.55.230.169,172.16.21.194,FTP,280,21
2025-10-23 00:51:41,169.33.61.227,10.0.0.218,HTTP,119,80
2025-10-23 00:53:07,192.168.1.78,61.57.164.93,DNS,1023,53
2025-10-23 00:54:37,10.0.0.148,61.57.164.93,UDP,225,110
2025-10-23 00:58:21,192.168.1.43,37.93.103.234,FTP,733,21
2025-10-23 00:59:27,228.138.84.163,192.168.1.111,HTTPS,241,443
2025-10-23 01:00:31,192.168.1.130,225.242.135.155,SSH,893,22
2025-10-23 01:01:38,234.53.122.107,219.244.46.56,DNS,381,53
2025-10-23 01:01:50,140.75.103.195,192.168.1.240,HTTPS,248,443
2025-10-23 01:03:43,163.61.33.199,39.149.134.240,TCP,584,110
2025-10-23 01:04:38,172.16.7.156,39.149.134.240,HTTP,652,80
2025-10-23 01:09:04,172.16.21.194,192.168.1.192,SSH,944,22
2025-10-23 01:09:53,192.168.1.60,10.0.0.227,TCP,941,443
2025-10-23 01:09:58,123.77.76.1,10.0.0.227,FTP,159,21
2025-10-23 01:12:11,37.93.103.234,205.55.230.169,TCP,236,443
2025-10-23 01:17:23,120.104.151.215,10.0.0.218,HTTP,1430,80
2025-10-23 01:21:04,231.28.215.172,182.150.220.213,ICMP,969,34482
2025-10-23 01:21:32,220.161.6.47,10.0.0.227,UDP,1208,80
2025-10-23 01:22:33,14.164.202.127,84.61.13.1,UDP,733,23
2025-10-23 01:29:04,204.64.137.189,135.1.10.188,ICMP,659,24250
2025-10-23 01:32:19,182.71.168.10,234.53.122.107,HTTP,1154,80
2025-10-23 01:37:39,10.0.0.218,192.168.1.240,TCP,815,80
2025-10-23 01:44:35,14.164.202.127,14.164.202.127,UDP,1476,80
2025-10-23 01:44:50,192.168.1.146,172.16.28.173,DNS,1248,53
2025-10-23 01:49:40,10.0.0.51,14.164.202.127,FTP,1299,21
2025-10-23 01:54:45,10.0.0.253,182.71.168.10,SSH,73,22
2025-10-23 01:54:59,192.168.1.39,192.168.1.168,SSH,1217,22
2025-10-23 01:57:16,119.247.123.17,192.168.1.39,ICMP,1476,58175
2025-10-23 01:59:07,192.168.1.128,10.148.247.236,UDP,1218,143
2025-10-23 02:06:46,4.237.127.49,77.177.231.46,DNS,321,53
2025-10-23 02:08:59,14.164.202.127,182.150.220.213,DNS,242,53
2025-10-23 02:10:56,192.168.1.234,228.138.84.163,TCP,248,143
2025-10-23 02:16:09,207.21.218.254,135.1.10.188,SSH,277,22
2025-10-23 02:17:34,192.168.1.189,172.16.17.71,HTTPS,523,443
2025-10-23 02:19:08,16.231.2.96,10.0.0.170,TCP,1196,22
2025-10-23 02:19:53,84.61.13.1,39.149.134.240,FTP,1320,21
2025-10-23 02:20:30,4.237.127.49,10.0.0.85,DNS,246,53
2025-10-23 02:21:59,233.224.153.138,192.168.1.128,TCP,1376,21
2025-10-23 02:26:01,158.121.146.7,140.75.103.195,UDP,78,53
2025-10-23 02:26:03,10.0.0.51,10.0.0.253,HTTP,339,80
2025-10-23 02:28:23,233.224.153.138,192.168.1.43,DNS,1332,53
2025-10-23 02:29:47,60.123.108.2,61.57.164.93,FTP,211,21
2025-10-23 02:33:27,219.244.46.56,128.79.38.148,FTP,244,21
2025-10-23 02:34:07,192.168.1.189,10.0.0.175,SSH,1037,22
2025-10-23 02:34:31,4.237.127.49,192.168.1.128,UDP,1157,37001
2025-10-23 02:38:19,106.76.10.114,180.119.175.94,HTTPS,387,443
2025-10-23 02:40:39,10.0.0.51,175.254.240.69,ICMP,635,9734
2025-10-23 02:42:52,10.0.0.148,182.71.168.10,DNS,284,53
2025-10-23 02:43:12,10.0.0.242,192.168.1.232,DNS,1009,53
2025-10-23 02:44:43,158.121.146.7,60.96.83.224,DNS,1439,53
2025-10-23 02:45:04,192.168.1.150,37.93.103.234,DNS,266,53
2025-10-23 02:49:41,182.71.168.10,192.168.1.141,HTTPS,364,443
2025-10-23 02:51:01,102.230.233.118,192.168.1.162,DNS,438,53
2025-10-23 02:52:13,192.168.1.234,99.72.201.146,TCP,529,80
2025-10-23 02:52:28,37.93.103.234,78.161.124.20,FTP,1006,21
2025-10-23 02:52:35,208.243.60.16,172.16.24.66,SSH,270,22
2025-10-23 02:54:42,169.8.208.19,99.253.171.114,FTP,1344,21
2025-10-23 02:55:43,119.247.123.17,10.0.0.148,HTTPS,810,443
2025-10-23 03:00:41,192.168.1.168,10.115.77.200,HTTP,292,80
2025-10-23 03:02:19,192.168.1.226,192.168.1.234,FTP,1314,21
2025-10-23 03:02:36,192.168.1.150,192.168.1.128,HTTPS,1154,443
2025-10-23 03:02:58,220.161.6.47,172.16.19.49,SSH,862,22
2025-10-23 03:05:23,236.164.116.80,37.93.103.234,UDP,650,80
2025-10-23 03:06:46,192.168.1.130,10.148.247.236,HTTP,509,80
2025-10-23 03:08:38,192.168.1.188,192.168.1.78,HTTPS,1459,443
2025-10-23 03:14:16,37.93.103.234,192.168.1.112,UDP,862,443
2025-10-23 03:15:08,207.21.218.254,172.16.24.66,HTTP,854,80
2025-10-23 03:17:04,60.96.83.224,107.154.27.242,FTP,887,21
2025-10-23 03:17:52,163.204.242.127,10.0.0.175,DNS,1171,53
2025-10-23 03:21:20,169.33.61.227,192.168.1.128,SSH,817,22
2025-10-23 03:22:55,10.0.0.206,192.168.1.168,FTP,1031,21
2025-10-23 03:22:56,163.61.33.199,106.76.10.114,SSH,1262,22
2025-10-23 03:23:50,192.168.1.212,59.242.214.87,TCP,886,22
2025-10-23 03:30:07,158.121.146.7,16.231.2.96,HTTP,966,80
2025-10-23 03:31:15,14.164.202.127,221.151.193.213,HTTPS,351,443
2025-10-23 03:34:10,192.168.1.111,192.168.1.240,TCP,995,3389
2025-10-23 03:38:15,169.33.61.227,172.16.8.165,TCP,1332,110
2025-10-23 03:41:10,192.168.1.189,37.93.103.234,SSH,759,22
2025-10-23 03:45:40,107.154.27.242,10.0.0.242,HTTPS,335,443
2025-10-23 03:46:04,94.250.212.168,139.166.149.206,SSH,719,22
2025-10-23 03:47:43,204.95.133.232,251.53.123.120,ICMP,1450,29754
2025-10-23 03:48:41,192.168.1.111,236.164.116.80,SSH,356,22
2025-10-23 03:49:45,182.150.220.213,99.72.201.146,SSH,1015,22
2025-10-23 03:50:04,228.138.84.163,125.251.31.204,DNS,774,53
2025-10-23 03:52:26,248.208.178.22,128.79.38.148,DNS,880,53
2025-10-23 03:54:26,221.151.193.213,10.0.0.51,FTP,741,21
2025-10-23 03:56:00,192.168.1.60,135.1.10.188,HTTP,1459,80
2025-10-23 03:58:00,140.75.103.195,192.168.1.111,DNS,1243,53
2025-10-23 03:59:28,172.65.142.200,163.61.33.199,UDP,962,110
2025-10-23 04:07:44,60.96.83.224,14.164.202.127,TCP,465,22
2025-10-23 04:08:40,175.254.240.69,192.168.1.39,DNS,1247,53
2025-10-23 04:10:43,99.253.171.114,192.168.1.86,UDP,1133,110
2025-10-23 04:11:16,231.28.215.172,163.204.242.127,SSH,824,22
2025-10-23 04:11:22,73.221.152.2,192.168.1.87,HTTP,1139,80
2025-10-23 04:11:54,102.82.233.191,172.16.16.142,TCP,227,143
2025-10-23 04:11:56,163.204.242.127,10.115.77.200,TCP,837,443
2025-10-23 04:11:57,172.65.142.200,59.242.214.87,UDP,788,22
2025-10-23 04:18:46,192.168.1.87,10.0.0.206,HTTPS,1170,443
2025-10-23 04:22:59,10.0.0.206,139.166.149.206,DNS,811,53
2025-10-23 04:24:52,106.197.31.37,8.56.72.4,SSH,1319,22
2025-10-23 04:26:49,205.55.230.169,169.8.208.19,DNS,1046,53
2025-10-23 04:27:29,37.93.103.234,221.151.193.213,ICMP,701,45553
2025-10-23 04:31:59,169.33.61.227,94.250.212.168,DNS,1102,53
2025-10-23 04:33:02,172.16.19.49,172.16.21.194,ICMP,1165,51979
2025-10-23 04:34:06,182.150.220.213,192.168.1.39,UDP,219,443
2025-10-23 04:34:34,10.0.0.170,192.168.1.43,DNS,256,53
2025-10-23 04:37:12,172.65.142.200,14.164.202.127,UDP,1001,443
2025-10-23 04:37:41,227.188.133.9,192.168.1.232,FTP,489,21
2025-10-23 04:40:25,10.0.0.148,163.204.242.127,UDP,890,443
2025-10-23 04:40:51,172.16.20.15,172.16.29.20,FTP,1042,21
2025-10-23 04:41:10,192.168.1.192,192.168.1.240,HTTP,409,80
2025-10-23 04:41:58,192.168.1.141,59.242.214.87,DNS,913,53
2025-10-23 04:42:09,10.0.0.148,192.168.1.188,TCP,992,18478
2025-10-23 04:45:07,123.77.76.1,172.16.21.194,FTP,998,21
2025-10-23 04:45:28,99.72.201.146,8.56.72.4,SSH,1304,22
2025-10-23 04:45:29,163.61.33.199,73.221.152.2,UDP,854,443
2025-10-23 04:46:04,159.253.141.193,172.65.142.200,DNS,920,53
2025-10-23 04:50:09,169.8.208.19,231.28.215.172,TCP,182,143
2025-10-23 04:51:45,192.168.1.243,55.179.8.163,HTTPS,1081,443
2025-10-23 04:52:25,191.200.151.202,236.164.116.80,HTTPS,541,443
2025-10-23 04:53:01,10.0.0.221,204.95.133.232,UDP,835,3389
2025-10-23 04:56:31,234.53.122.107,10.0.0.218,FTP,824,21
2025-10-23 04:57:00,39.149.134.240,192.168.1.128,ICMP,1060,50548
2025-10-23 04:57:45,248.208.178.22,220.161.6.47,FTP,903,21
2025-10-23 04:57:59,172.16.16.142,80.142.135.225,FTP,645,21
2025-10-23 05:00:32,16.231.2.96,191.200.151.202,ICMP,758,49804
2025-10-23 05:04:25,10.0.0.171,192.168.1.243,TCP,770,3389
2025-10-23 05:04:37,192.168.1.244,249.104.184.226,DNS,377,53
2025-10-23 05:05:38,192.168.1.78,192.168.1.39,FTP,705,21
2025-10-23 05:06:14,172.16.24.66,10.0.0.254,HTTPS,595,443
2025-10-23 05:06:46,172.16.16.142,192.168.1.43,SSH,391,22
2025-10-23 05:10:24,10.0.0.206,10.0.0.254,DNS,1368,53
2025-10-23 05:11:43,251.53.123.120,102.230.233.118,ICMP,1110,59500
2025-10-23 05:12:17,172.16.21.194,249.104.184.226,ICMP,171,15481
2025-10-23 05:13:28,139.166.149.206,207.21.218.254,ICMP,705,6178
2025-10-23 05:14:40,169.33.61.227,10.115.77.200,DNS,431,53
2025-10-23 05:16:26,172.16.13.188,249.104.184.226,UDP,176,110
2025-10-23 05:16:59,172.16.7.156,102.82.233.191,FTP,1074,21
2025-10-23 05:20:42,180.119.175.94,236.164.116.80,UDP,414,22
2025-10-23 05:22:18,192.168.1.243,99.253.171.114,ICMP,556,54898
2025-10-23 05:22:29,163.204.242.127,102.82.233.191,ICMP,163,30035
2025-10-23 05:27:16,60.96.83.224,172.16.24.66,HTTP,123,80
2025-10-23 05:30:39,107.154.27.242,38.195.20.90,HTTPS,767,443
2025-10-23 05:31:36,55.179.8.163,208.243.60.16,UDP,127,22
2025-10-23 05:33:09,163.204.242.127,192.168.1.162,HTTP,851,80
2025-10-23 05:37:25,139.166.149.206,192.168.1.78,HTTPS,1440,443
2025-10-23 05:38:16,182.71.168.10,192.168.1.162,HTTPS,1073,443
2025-10-23 05:41:49,184.191.228.193,172.16.7.156,TCP,594,3389
2025-10-23 05:42:58,10.0.0.218,192.168.1.146,ICMP,445,29676
2025-10-23 05:48:44,249.104.184.226,192.168.1.226,SSH,575,22
2025-10-23 05:51:40,192.168.1.226,172.16.9.207,ICMP,1415,4389
2025-10-23 05:54:23,172.16.19.49,163.61.33.199,ICMP,716,45273
2025-10-23 05:54:40,14.164.202.127,159.253.141.193,DNS,1441,53
2025-10-23 05:55:01,192.168.1.86,38.195.20.90,UDP,1308,143
2025-10-23 05:58:04,172.16.19.49,140.75.103.195,UDP,1326,3389
2025-10-23 05:58:17,175.254.240.69,184.191.228.193,UDP,759,3389
2025-10-23 05:58:37,84.61.13.1,128.79.38.148,FTP,419,21
2025-10-23 05:58:45,205.55.230.169,10.0.0.253,FTP,350,21
2025-10-23 06:05:03,120.104.151.215,172.16.13.188,FTP,1096,21
2025-10-23 06:05:41,180.119.175.94,172.16.16.32,HTTPS,990,443
2025-10-23 06:06:08,10.0.0.242,172.16.19.49,DNS,222,53
2025-10-23 06:07:41,94.250.212.168,192.168.1.234,UDP,546,53
2025-10-23 06:08:16,192.168.1.212,184.191.228.193,DNS,101,53
2025-10-23 06:08:30,10.0.0.171,78.161.124.20,HTTPS,269,443
2025-10-23 06:10:36,192.168.1.150,221.151.193.213,ICMP,331,30520
2025-10-23 06:10:58,172.16.17.71,10.0.0.254,HTTPS,801,443
2025-10-23 06:11:49,207.21.218.254,204.95.133.232,HTTPS,1074,443
2025-10-23 06:12:33,172.16.28.173,10.0.0.221,SSH,1412,22
2025-10-23 06:20:32,192.168.1.155,140.75.103.195,HTTP,1024,80
2025-10-23 06:23:45,172.16.28.173,159.253.141.193,HTTP,951,80
2025-10-23 06:24:54,192.168.1.26,192.168.1.189,HTTPS,375,443
2025-10-23 06:25:43,245.72.236.233,172.16.10.180,UDP,1214,443
2025-10-23 06:28:53,182.71.168.10,221.151.193.213,TCP,323,22
2025-10-23 06:32:24,192.168.1.189,60.123.108.2,FTP,441,21
2025-10-23 06:34:48,227.188.133.9,172.16.21.194,ICMP,395,9542
2025-10-23 06:35:56,39.149.134.240,10.0.0.51,TCP,312,21
2025-10-23 06:41:06,228.138.84.163,174.141.102.235,UDP,256,46224
2025-10-23 06:41:55,191.200.151.202,59.242.214.87,UDP,1228,443
2025-10-23 06:49:01,192.168.1.128,219.244.46.56,TCP,282,143
2025-10-23 06:50:29,192.168.1.60,172.16.28.173,HTTPS,295,443
2025-10-23 06:51:07,172.16.28.173,192.168.1.128,DNS,1477,53
2025-10-23 06:51:24,169.8.208.19,192.168.1.189,HTTP,1185,80
2025-10-23 06:52:03,80.142.135.225,192.168.1.188,HTTPS,479,443
2025-10-23 06:52:24,119.247.123.17,192.168.1.78,SSH,716,22
2025-10-23 06:57:50,192.168.1.146,172.16.16.142,HTTPS,132,443
2025-10-23 06:57:56,98.183.56.157,10.0.0.204,TCP,1151,23
